Id,Fuzzy_Prob
0,0.6074621
1,0.5003395
2,0.50034595
3,0.6087358
4,0.6528868
5,0.33197004
6,0.49734637
7,0.33511886
8,0.3286492
9,0.8091685
10,0.6074646
11,0.50034463
12,0.33197543
13,0.652888
14,0.50033754
15,0.65288883
16,0.3319695
17,0.6074645
18,0.653596
19,0.60719633
20,0.50034666
21,0.33197337
22,0.3319748
23,0.34518033
24,0.5061646
25,0.4894397
26,0.6074618
27,0.32947773
28,0.60746247
29,0.48380953
30,0.6074627
31,0.4946196
32,0.50034803
33,0.50033486
34,0.34518054
35,0.5003399
36,0.6074638
37,0.48891625
38,0.6074646
39,0.50617135
40,0.5003359
41,0.6100064
42,0.5003357
43,0.5003472
44,0.33511287
45,0.33196706
46,0.33196357
47,0.5003436
48,0.60746473
49,0.50033885
50,0.50034696
51,0.33197403
52,0.60746473
53,0.5003314
54,0.6074644
55,0.50616264
56,0.33197436
57,0.6535961
58,0.50616217
59,0.6087355
60,0.33197156
61,0.5003471
62,0.6074646
63,0.33197427
64,0.5003462
65,0.33197293
66,0.6074645
67,0.6074618
68,0.50034684
69,0.81080043
70,0.49489415
71,0.60746175
72,0.33197325
73,0.608734
74,0.6074643
75,0.5003352
76,0.50033814
77,0.6074639
78,0.32592404
79,0.6074645
80,0.49869937
81,0.5003449
82,0.6528889
83,0.3319746
84,0.5003435
85,0.50034726
86,0.65288746
87,0.6070573
88,0.6528884
89,0.65288854
90,0.6074634
91,0.5003458
92,0.5003474
93,0.50034404
94,0.33197534
95,0.3351147
96,0.50034046
97,0.6074626
98,0.50034845
99,0.65288895
100,0.5003351
101,0.6074623
102,0.32993802
103,0.60746235
104,0.6072532
105,0.6528886
106,0.6112759
107,0.3319729
108,0.50034803
109,0.5003453
110,0.4805271
111,0.6061615
112,0.60746425
113,0.6096999
114,0.6074618
115,0.33197466
116,0.3300826
117,0.60746175
118,0.60746473
119,0.50034785
120,0.33197334
121,0.50616974
122,0.5003456
123,0.51610035
124,0.60572547
125,0.5003452
126,0.33197546
127,0.5003472
128,0.32852235
129,0.60746366
130,0.335119
131,0.6074621
132,0.5003479
133,0.33836988
134,0.3351166
135,0.3319742
136,0.50615716
137,0.50617117
138,0.5003484
139,0.60746473
140,0.33197516
141,0.5003471
142,0.33121443
143,0.6074648
144,0.6087341
145,0.60746473
146,0.33197528
147,0.51189023
148,0.50034857
149,0.50033903
150,0.33197534
151,0.6074648
152,0.33178303
153,0.49471185
154,0.50034666
155,0.5003469
156,0.50616735
157,0.33073777
158,0.4938262
159,0.6074645
160,0.33197483
161,0.50034636
162,0.60672754
163,0.50033903
164,0.5003483
165,0.4997761
166,0.34199154
167,0.6061701
168,0.3417167
169,0.5003477
170,0.33197546
171,0.3319738
172,0.60746455
173,0.60746276
174,0.5003451
175,0.5051656
176,0.5003446
177,0.5003362
178,0.50034744
179,0.3319747
180,0.60873693
181,0.50034744
182,0.50034446
183,0.331973
184,0.5003313
185,0.33183268
186,0.50034785
187,0.6074636
188,0.5003322
189,0.60746425
190,0.5003482
191,0.50033957
192,0.5003454
193,0.3319653
194,0.6074649
195,0.60746336
196,0.33027256
197,0.331975
198,0.4935443
199,0.33197516
200,0.6074616
201,0.33197135
202,0.52297205
203,0.33196688
204,0.3163665
205,0.33083707
206,0.60581636
207,0.32907507
208,0.60746235
209,0.33192468
210,0.6528868
211,0.60746354
212,0.5003464
213,0.5003471
214,0.6069805
215,0.60746187
216,0.50034755
217,0.50616175
218,0.5003443
219,0.33197516
220,0.6074646
221,0.33197483
222,0.5003458
223,0.49397567
224,0.5003476
225,0.60746235
226,0.5003474
227,0.5003322
228,0.5003247
229,0.51748306
230,0.6542759
231,0.3319736
232,0.33197305
233,0.3319733
234,0.32915738
235,0.60955673
236,0.330648
237,0.33194825
238,0.652889
239,0.50034434
240,0.5003319
241,0.5003465
242,0.33197507
243,0.5003405
244,0.607462
245,0.33197388
246,0.6074639
247,0.32850027
248,0.5002944
249,0.60873437
250,0.33196583
251,0.6535961
252,0.49688774
253,0.6074625
254,0.3319755
255,0.49692497
256,0.5003404
257,0.50615644
258,0.5061712
259,0.6528871
260,0.60746473
261,0.500343
262,0.3319755
263,0.6074633
264,0.50033313
265,0.50034654
266,0.50616604
267,0.6074635
268,0.60873497
269,0.5003465
270,0.3319689
271,0.60746366
272,0.33186072
273,0.5003479
274,0.33197477
275,0.6074638
276,0.32997847
277,0.5003468
278,0.50033176
279,0.6074638
280,0.61254
281,0.50616664
282,0.5003391
283,0.3319317
284,0.50034785
285,0.60654277
286,0.6074646
287,0.6087367
288,0.50033134
289,0.5003336
290,0.6549296
291,0.33197516
292,0.60746366
293,0.5003462
294,0.33197546
295,0.6074641
296,0.33197534
297,0.500341
298,0.32995924
299,0.33197454
300,0.5061649
301,0.33197483
302,0.3319731
303,0.33197448
304,0.61000556
305,0.3351188
306,0.33195165
307,0.8091685
308,0.51187533
309,0.6074646
310,0.65492916
311,0.60746473
312,0.6100056
313,0.5003387
314,0.6074632
315,0.60746145
316,0.528344
317,0.33197442
318,0.47658044
319,0.5003311
320,0.652883
321,0.50034636
322,0.5003469
323,0.5003478
324,0.60693634
325,0.3319742
326,0.33197471
327,0.33197406
328,0.6074645
329,0.33196357
330,0.6074646
331,0.5003468
332,0.6074646
333,0.5003386
334,0.33511752
335,0.5003381
336,0.6074646
337,0.50615644
338,0.60498893
339,0.6074648
340,0.33197498
341,0.50034606
342,0.50034505
343,0.50034
344,0.33123586
345,0.3319725
346,0.60969675
347,0.6074645
348,0.60746413
349,0.49410567
350,0.338369
351,0.60746384
352,0.33197525
353,0.5003318
354,0.50034827
355,0.3319753
356,0.6559538
357,0.3319752
358,0.32318556
359,0.5061561
360,0.6063501
361,0.6074645
362,0.50034803
363,0.60746443
364,0.65359527
365,0.6087354
366,0.6070146
367,0.5003338
368,0.33197284
369,0.5061526
370,0.5003486
371,0.6087355
372,0.5003483
373,0.50034684
374,0.500348
375,0.33197525
376,0.60746425
377,0.33197528
378,0.5003463
379,0.50034606
380,0.60746473
381,0.3319725
382,0.3319673
383,0.50970757
384,0.331975
385,0.33197516
386,0.33197492
387,0.6074648
388,0.33197185
389,0.5003454
390,0.33197504
391,0.5003477
392,0.331973
393,0.6528866
394,0.3319743
395,0.33197498
396,0.33196422
397,0.5003293
398,0.331969
399,0.6074635
400,0.3319747
401,0.33197513
402,0.5003458
403,0.32945502
404,0.5703362
405,0.5283314
406,0.5003446
407,0.50617063
408,0.6074643
409,0.60746384
410,0.6074638
411,0.3319662
412,0.60746175
413,0.5003477
414,0.50034755
415,0.33836934
416,0.60739654
417,0.6072398
418,0.3319748
419,0.6528889
420,0.33197457
421,0.49643973
422,0.60746354
423,0.33197552
424,0.33197528
425,0.33197466
426,0.32209897
427,0.5003441
428,0.6074618
429,0.50034773
430,0.5118761
431,0.32867786
432,0.6074646
433,0.5001249
434,0.50034344
435,0.6074636
436,0.6528875
437,0.6528867
438,0.500348
439,0.6528883
440,0.4893678
441,0.6074634
442,0.5003437
443,0.33197516
444,0.50616974
445,0.61000687
446,0.33197546
447,0.6528868
448,0.5003417
449,0.33197513
450,0.5003414
451,0.33022302
452,0.6528873
453,0.6051465
454,0.49580482
455,0.60746455
456,0.49390453
457,0.6068552
458,0.5003308
459,0.50034374
460,0.60746443
461,0.60746276
462,0.33197394
463,0.6074621
464,0.5003407
465,0.33197513
466,0.5003465
467,0.60746455
468,0.33197415
469,0.61000603
470,0.33197212
471,0.5003469
472,0.34518042
473,0.6057272
474,0.6073727
475,0.331974
476,0.330561
477,0.33197322
478,0.3351182
479,0.33197308
480,0.5003359
481,0.33197552
482,0.33196604
483,0.60581696
484,0.33196196
485,0.6100065
486,0.33195907
487,0.50033724
488,0.5060511
489,0.33196247
490,0.331975
491,0.5003453
492,0.51187724
493,0.48559067
494,0.34152383
495,0.5003485
496,0.49506867
497,0.6074648
498,0.6087358
499,0.49161583
500,0.6074645
501,0.5003465
502,0.6074636
503,0.5003473
504,0.50034785
505,0.3351151
506,0.48464534
507,0.33197537
508,0.33197457
509,0.5003458
510,0.60746473
511,0.51748574
512,0.5003363
513,0.5003408
514,0.5003448
515,0.6100069
516,0.3319745
517,0.3319731
518,0.50034654
519,0.6074645
520,0.33197543
521,0.32911888
522,0.6074621
523,0.33379725
524,0.50033617
525,0.6549287
526,0.607462
527,0.50034744
528,0.33511364
529,0.60746485
530,0.500348
531,0.33197528
532,0.5003476
533,0.32906845
534,0.60746473
535,0.49642545
536,0.3319744
537,0.50033945
538,0.50034213
539,0.33197516
540,0.500347
541,0.5003438
542,0.4916904
543,0.6074618
544,0.65288883
545,0.3319753
546,0.6528881
547,0.32849485
548,0.33197537
549,0.65288466
550,0.6087341
551,0.3383651
552,0.5003482
553,0.500347
554,0.32397664
555,0.6074648
556,0.6528886
557,0.6074642
558,0.60746264
559,0.33511606
560,0.33197552
561,0.5003486
562,0.60873526
563,0.33196762
564,0.65288657
565,0.33012596
566,0.33197445
567,0.3319716
568,0.6125414
569,0.3319693
570,0.6100078
571,0.6074644
572,0.6074643
573,0.6087365
574,0.48814785
575,0.50027657
576,0.33196583
577,0.49670115
578,0.6535961
579,0.49384266
580,0.6074647
581,0.500347
582,0.33197466
583,0.6074638
584,0.6074634
585,0.3319747
586,0.32771468
587,0.60746235
588,0.6074646
589,0.50034785
590,0.6074618
591,0.60746473
592,0.49335182
593,0.33197394
594,0.5061561
595,0.31675065
596,0.6065253
597,0.32592556
598,0.50034463
599,0.33197477
600,0.33145866
601,0.506169
602,0.5003476
603,0.5003484
604,0.6074618
605,0.6074646
606,0.5061707
607,0.33196944
608,0.6100088
609,0.50034744
610,0.60746294
611,0.33167586
612,0.49814948
613,0.50034297
614,0.50034374
615,0.33197415
616,0.3383686
617,0.500348
618,0.50034547
619,0.6070491
620,0.33195686
621,0.5003366
622,0.33197263
623,0.33175713
624,0.50033194
625,0.6125405
626,0.65272677
627,0.60746473
628,0.33132282
629,0.652887
630,0.33197457
631,0.60596365
632,0.33096805
633,0.50034183
634,0.5118902
635,0.3319501
636,0.5003471
637,0.50034046
638,0.33836645
639,0.33197516
640,0.33197477
641,0.5084823
642,0.61000746
643,0.5229697
644,0.60746235
645,0.5054874
646,0.3319745
647,0.5003322
648,0.33197352
649,0.33197168
650,0.65359527
651,0.6074646
652,0.6073735
653,0.6542484
654,0.500347
655,0.33197126
656,0.33197352
657,0.3319753
658,0.6074616
659,0.65288687
660,0.60746354
661,0.6087358
662,0.6074616
663,0.51188475
664,0.6112761
665,0.331975
666,0.60746455
667,0.60576224
668,0.5118849
669,0.3319688
670,0.33186567
671,0.50033003
672,0.50033927
673,0.33136442
674,0.5061533
675,0.5049655
676,0.5003391
677,0.33196998
678,0.49849215
679,0.51188815
680,0.6074628
681,0.6074646
682,0.50033504
683,0.33197352
684,0.6535968
685,0.3319742
686,0.50034714
687,0.3319755
688,0.6074618
689,0.3269587
690,0.33511865
691,0.61000586
692,0.33197135
693,0.3339068
694,0.3319685
695,0.5003458
696,0.33197522
697,0.5003431
698,0.51187843
699,0.32914528
700,0.3319749
701,0.4945355
702,0.6074618
703,0.8091685
704,0.5003458
705,0.3272383
706,0.6074638
707,0.33197248
708,0.33197352
709,0.33192152
710,0.50034314
711,0.60746163
712,0.5003471
713,0.50034523
714,0.5003443
715,0.53356683
716,0.33197466
717,0.652888
718,0.33197007
719,0.3319754
720,0.32715067
721,0.65288883
722,0.50033146
723,0.6063521
724,0.5072459
725,0.4844077
726,0.6074648
727,0.5003426
728,0.5003321
729,0.6100051
730,0.5003115
731,0.5003385
732,0.33197373
733,0.50034696
734,0.6087369
735,0.32567376
736,0.50617135
737,0.65295905
738,0.5003478
739,0.33197513
740,0.6074648
741,0.49760836
742,0.50033796
743,0.48817718
744,0.33048087
745,0.6074629
746,0.33197445
747,0.5003427
748,0.50034016
749,0.5003376
750,0.5061579
751,0.33197546
752,0.33197302
753,0.33193666
754,0.6074645
755,0.50034773
756,0.3254549
757,0.33197278
758,0.5003471
759,0.5003462
760,0.33197373
761,0.50034195
762,0.60746264
763,0.50034785
764,0.5003468
765,0.60623693
766,0.33197516
767,0.50033116
768,0.3319713
769,0.5003323
770,0.33197495
771,0.6087345
772,0.49565524
773,0.49711296
774,0.60746413
775,0.6074646
776,0.60873544
777,0.500348
778,0.50034744
779,0.65337956
780,0.5061721
781,0.6074642
782,0.5003467
783,0.33511496
784,0.49799782
785,0.6074618
786,0.5061704
787,0.60746413
788,0.3351186
789,0.34172273
790,0.6074645
791,0.5174862
792,0.5112422
793,0.60746443
794,0.6100058
795,0.331974
796,0.65288365
797,0.3319728
798,0.48404783
799,0.65288836
800,0.32600704
801,0.5003486
802,0.65288776
803,0.5003466
